IMSI,y2,y3,y4,y5,y6,y7,y8,y10,y11,y12
a76a163decd30b1dbf15ece7c3547233,0,0,0,0,0,1,1,0,0,0
8e5303604dab8eb18cba59cca8487613,0,0,0,0,0,0,0,1,0,0
16d42885f188ff3ba8ca8be48c2eff54,0,0,0,0,0,0,0,0,0,0
3e4c71a2a29827359a81a26ba3a89c4a,1,1,0,0,0,0,0,0,0,0
cac7c6b365ee8345f318dd39505dd76f,1,1,0,0,0,0,1,0,0,0
51e9d675065f852d45c4cd1124975f3e,0,0,0,0,0,0,0,0,0,0
af5a3d37888d30cbe1043b4dd1abe8a5,0,0,0,0,0,1,0,0,1,0
c29ffc5ae0fe420f82e6b1208c667b97,0,0,0,0,0,0,0,0,1,1
e2bd7e12e70363bb8a64aaa0b1626a82,0,0,0,0,0,0,0,0,0,0
a91f5b72e64e15c96e6b8ac8f4b04751,0,0,0,1,0,0,0,0,0,0
ee43c674c5f486d6076eeca6d408e502,0,0,1,0,0,0,0,0,0,0
d4a1d327d486aa63bddbd40f322476bf,0,1,0,1,0,0,0,0,0,0
e406f87535cc5c67875e930422475a56,0,0,0,1,0,0,0,0,0,0
df2d922470a1135a1450d725e0aa1fa8,0,0,0,0,0,0,0,0,0,0
61491c1d738b6b74dfc474e3f14b4a7a,0,0,0,1,0,1,0,1,0,0
dabde3755bf08caa0a63267a902eb8d0,0,0,0,0,0,0,0,0,0,0
937738e6bdcce1cad5584609b1607866,0,0,0,0,0,0,0,0,0,0
ed1de0cda2fad7aba3d3c429226ce66d,0,0,0,1,0,0,0,0,0,0
97f8fd1c29b20fd3bb5169c059be8574,0,0,0,0,1,1,0,0,0,0
21d817af75db273f2b456532516a7b7e,0,0,0,0,0,0,0,0,1,0
f742bda280b2db5930dc8faad55ffc2e,0,0,0,0,0,1,0,0,0,0
3d31440c52e6ccbf8ac21e3a601fce9f,0,1,0,0,0,0,0,0,0,0
8c2934b4525a0e1b90e275c0bcbf654e,0,1,0,0,0,1,0,0,0,0
dcdbaff561a8341d273a1f2f5939d052,0,0,0,0,1,0,0,0,0,0
fc928e652d103bed86c6c44109dc758a,0,0,0,0,0,0,0,0,0,1
330c82e54eeed20b7b09d2e73f99fe96,0,0,0,0,0,0,0,1,0,0
3b6b8803c30f351b4d871a1a1aa3022b,0,0,0,0,0,0,0,0,0,0
c4a42a6c85dc253940e451e8ad7fd26a,0,0,0,0,1,0,0,0,1,0
884c6c63e8307bab36b8e4b24ac23297,0,0,0,0,0,0,0,1,0,0
99fbd89a036b538a655b8d8936d7e7de,0,0,0,1,0,0,0,1,0,0
b58e47271d0c37b05dc1ed80b3338dde,0,0,0,0,0,0,0,0,0,0
8f142a50f5a433140e21822a88c0ac82,0,0,0,0,0,0,0,0,0,0
ba60d1a0e299794e9ce85a146161e603,0,0,0,0,0,1,0,0,0,0
431de04dc8a10f9f3582198e074ce080,0,0,0,0,0,0,0,0,0,0
56a23256b7c9c11cf0589a46966d7964,0,0,0,0,0,0,0,0,0,0
b9fc0db484fa883dc7611f737de37a59,0,0,1,1,1,0,0,0,0,0
2a29b78020c120916f9d2aae8af1530a,0,0,0,0,0,0,0,0,0,0
bfc8228b35b26dbd0662e1a0970a7f25,0,0,1,0,1,0,0,1,1,0
92b22b45d75ed4a121040108425ea39f,0,0,0,0,0,0,0,0,0,0
8bc3aa58a5dcf035ffca55aa1765336e,0,0,0,0,0,0,0,0,0,0
aa2817d20d75b6668ad85cb3f3ce73dc,0,0,0,0,0,0,0,0,0,0
677451c3f8ddbe32ba57eb1d1eb8b406,0,0,0,0,0,0,0,0,1,0
59a1dc7695d5eb5cac3d5469f9187735,1,1,0,0,0,0,0,0,1,0
4ede9796e64efb86722963562415d1cd,0,0,0,0,0,0,0,0,0,0
36afc90c4f0c4e7cf033a46474f1766c,0,0,0,0,0,0,0,0,0,0
f395de0b13b0817cee6b4002571595df,1,0,0,0,0,0,0,0,1,0
955d7623a97c86a1b18162b6c1e0b348,0,0,0,0,0,0,0,0,0,0
f2a97d5bf183fa6b4094f880f8fafbc3,0,0,0,0,0,0,0,1,0,0
97601658f219207e9d3d44fae7a33d8e,0,0,0,0,0,0,0,0,1,1
c87bf8ac35ebe0e658cdf8103f47f758,0,0,0,0,0,0,0,0,0,0
79053002f63b8bcc0bb98568a8922f7f,0,1,0,0,0,0,0,0,0,0
c9e18ff0dd257a8fccc518e43fd5523e,0,0,1,0,1,0,1,0,0,0
e0e8bc5dbb1420af802aecce7fa90dd7,0,0,0,0,1,1,0,0,1,1
db127454d29719b60191789e0db7ed7f,0,0,0,0,0,0,1,1,0,0
9d92213f690c1685738130ccb1a8c87d,0,0,1,0,0,0,0,0,0,0
82393a10011ac92d95fcecd233b7e668,1,0,1,0,0,1,1,0,1,1
abf87e3d106bced0c90150ef9d62d50f,0,0,0,0,0,0,0,0,0,0
675c32c21c8ee4217b4ebe1a043d3b08,1,0,0,1,0,0,0,0,0,0
bec75924cd6d473501c9008a88e1f4c3,0,0,0,0,0,0,0,0,0,0
e57f2f47ef78ca3e4f31ae64dcbc2403,0,0,0,0,0,0,0,0,0,0
cfb85c8a7d088d0f551c0980361d00c9,0,0,0,0,0,0,0,0,0,0
7a39c617aa7df74bdf42c40cd3795df2,0,0,0,0,1,0,0,0,0,0
35c64a03d3bbd082b8d01ae497e171c1,0,1,0,0,0,0,0,0,0,0
b7d8efedab01753dc24b6dbd2e7281eb,0,0,0,0,0,0,0,0,0,0
8b8abd34f5ab1530c2ef0bd2b0807239,0,0,0,0,1,0,1,0,0,1
e73477fa5cf0a2edb9a356b2d75ba043,0,0,0,0,0,0,0,0,0,0
e006ac2eea1cb9ee655dc1183c11f7ac,0,0,0,0,0,0,0,0,0,0
2d7aaf810d01a567f92aac86bf5ec664,0,0,0,0,0,0,0,0,0,0
927534a032545e3c27e6c940c3ec6f79,0,0,0,1,0,0,0,0,0,0
6c3e0f5a09256bdd5d811c688a69719a,0,0,0,1,0,0,1,1,0,0
21b57ad0d4768b0ad47919a3a343299e,0,0,0,0,0,0,0,0,1,0
6a472ae951bfe16acda91d3f178b99f7,1,0,1,0,0,0,1,0,0,0
64aeb910c235c6327cef5b08d4dcc26d,0,0,0,0,0,0,1,0,0,0
e29206a711e6231a1bd210ffb0717754,0,0,0,1,1,0,0,0,0,0
c522020550efde077b88e07cb67a2d1d,0,1,0,0,0,0,0,1,0,0
779fd4138b60d7c023071d688ae5aaaf,1,1,1,0,1,1,0,1,0,0
c3f4bfc035a7ae49c53c393f51ab734b,0,0,1,0,0,0,0,0,0,0
944abe70d785fa4087cf03bfbc98981d,0,0,0,0,1,1,0,0,0,0
d5f9e9ecef66788ffa8b7f69ce4624c0,1,0,0,0,1,0,0,0,0,1
5defd55623344f6394afb24f884dfd6e,0,0,0,0,0,0,0,0,0,0
2a345c5281f8bae3e781a58c983f7b61,0,0,0,0,1,0,0,0,0,1
31373bd1b5bb333cd0a4750696a9bfca,0,0,0,0,0,0,1,0,0,0
a16415b8801eb2b1ee89ca62a0328ab4,0,0,0,0,0,0,0,0,0,0
50e0f09924be7daae8b919500c4f717c,0,0,0,0,0,0,0,0,0,0
af88a99b3eae5ee82facf708be173d70,0,0,0,0,0,0,0,0,1,0
71c4cf62cc7ceec51d6249b3cf5629a2,0,0,0,0,0,0,0,0,0,0
727b6743288400a76fb998b2cd50a237,1,1,0,0,0,0,1,0,0,0
d870ea9d445f4dd265a6e9af13c93755,0,0,0,0,0,0,0,0,0,1
2e8cebef5e801d1ecc87e9dfc26ab994,0,0,1,1,0,0,0,0,1,0
c3d1f9d2b7d4378f8be0b800619b1695,0,0,0,0,0,0,0,0,0,0
666263003c9bbc7271fa2268213eb933,0,0,0,1,0,0,0,0,0,0
f7f49f75aa399dda1732c05b69ed1d40,0,0,0,0,0,0,0,0,0,0
15310d0f029e6589ed32f4cd4c01c7a1,0,0,0,0,0,0,0,0,0,0
a5948b582544318fa4bad846b1fe7ac6,0,0,0,0,0,0,0,0,0,0
95ca13913e77277464cefcc5b1ca657a,0,0,0,0,0,0,0,0,0,0
162d2908978b73fd255014dfe56dade1,0,0,0,0,0,0,0,0,0,0
d59c2e922c927bafe5e83173aca755f8,0,1,0,1,0,0,0,0,0,0
2b2d63679ca633972c43120c6cec5904,0,0,0,0,0,0,0,0,1,0
a08ac87a6819737342b333b966e95d8e,1,0,1,1,0,0,0,0,0,0
168718112a21eaeb5d93fa930aed2808,0,0,0,0,0,0,0,0,0,0
428bb5eb55f2c4b5e3c72d5c6357056b,0,0,1,0,0,0,0,0,0,0
5581ba59ee508d5f70ca88db14c978d1,1,0,1,0,1,0,0,0,0,0
09a2232b91f87f2b0787b5299eb93496,0,0,0,0,0,0,0,0,0,0
d03a8888fc644958402490b6402b8525,0,0,0,0,0,0,0,0,0,0
0870498d5d61a106c149b4c655f68c00,0,0,1,1,0,0,0,1,1,1
bed31f9f0d877d7c0c236c5c9830bff8,0,0,0,0,0,0,0,0,0,0
827ae3baf7fdc0594e3feaf4191ab03f,0,0,0,0,0,0,0,0,1,0
763c79cffb5d818b3f5cef1b504f5b44,0,0,0,0,0,0,0,0,0,0
4eb66c002db8fffa306fab0cb905f13d,0,0,0,0,0,0,0,0,0,0
de6770ea748bf03d538b0f85ce74e342,0,0,0,0,0,0,0,0,0,0
1e4ed520ea758a88977adb41829c63a2,0,0,0,0,0,0,0,0,0,0
8c0dac58387c15c3800d65c55069485a,0,0,0,0,0,0,1,0,0,0
85216a4f6feb3a3b8f62d12759e36b25,0,0,0,0,0,0,0,0,0,0
6b141c26b1d0e8088ea9a5795c8d4a16,0,0,0,0,0,0,0,0,0,0
d8a71932270c2e72306435b24ee7c662,1,0,0,1,0,0,1,0,0,0
aeb76a2f9f2179a7c6a739a9dda2b42f,0,0,0,0,0,0,0,0,0,0
3e6f33a529d6436724b755224c7e9b2d,0,0,0,1,0,0,0,0,0,0
64f2e7dd8b7e39e7eb6f206490551908,0,0,0,0,0,0,0,0,0,0
41bf7849809814c51ac8b0af09cf8542,0,0,0,0,0,0,1,0,0,0
cdf63d6c8762560f4950a139452d32c6,0,1,0,1,1,0,0,0,0,0
56623bda61359b5cae05e8f8f68748d2,0,0,0,0,0,0,0,0,0,0
761df20ddc9b07068c6c8b4d02738b92,0,0,0,0,0,0,0,0,0,0
767defa7b6c6c9264e758f48d71110c0,0,0,0,1,0,0,0,0,0,0
b05043a15549fcb9bcb779ae014ff82d,0,0,0,0,1,0,1,0,0,0
c4a8c6ac8b9b2dd5a7444b399562a986,0,1,0,0,0,0,0,0,1,0
59cc37221959a80533bac991137678d6,0,0,0,0,0,0,0,0,0,0
62dc6d5128b3ed1f6beb5d0ead7b6db5,1,0,0,0,0,0,0,0,0,0
30e83b1da9c651659f3ac382c671b3c6,0,0,0,0,0,0,0,0,0,0
4d6631ab6282799b6e906cb26b7703ab,0,0,0,0,1,0,0,0,0,0
443bc1c4040ab8dcecc9e046661b41dc,0,0,0,0,0,0,0,0,0,0
98d1f2d79a60fbec50487447a6fd98ce,0,0,0,0,0,0,0,0,0,0
ef4d1127644fe8c28c846e19d90a0e2e,1,1,1,1,0,0,1,0,0,1
eef3a090f9bf8823d31a254d4757d408,0,0,0,0,1,1,0,0,0,0
a5ce9679c8363ca4a907b817e1b6357f,0,0,0,0,0,0,0,0,0,0
548b5f1f67d545064787cf3b6ff1c4a6,0,0,0,0,0,0,0,0,0,0
1f7587f9fef9e8a7cf85986a1115a50e,0,0,0,0,1,1,0,0,0,0
57b2c2c284a6c96cbe030e73de6e65f4,0,0,0,1,0,0,0,0,0,0
cb18803a49956773bd623b8e312fec8b,0,0,0,0,0,0,0,0,0,1
43bd2d4c23d203214cbd2c19bad4cd2d,0,0,0,0,1,0,0,0,0,0
09b0dc51730c3b71e1dcc0452bf38aa0,0,0,0,0,0,0,0,0,1,0
6f0fcc7cc2d2425f755a229bb9b8062d,0,0,0,0,0,0,0,0,0,0
4676ee916c103e6853d32a448090cfb8,0,0,0,0,0,0,0,0,0,0
38f73b817829895513bbcf96602f92e7,1,0,0,0,0,0,0,0,0,0
60e2c8cb822b374a6c670aef6eb573cc,0,0,0,0,0,0,0,0,1,0
c24e4101f52236096c4d72dbba718b53,0,0,0,0,0,1,0,0,0,0
df344bec3ac7beca028709989323e260,0,0,0,0,0,0,0,0,0,0
285aa01c1715420e2c50ba7f549ce028,0,0,1,0,0,0,0,0,0,1
de942cfb96cdeca4e961c5f374b87d0e,0,0,0,0,0,0,0,0,0,0
3e01ad803a8b7410072922e52b08b008,0,0,0,0,0,0,0,0,0,0
2046b2a34eacec936c210331767bfc66,0,0,0,0,0,0,0,0,0,0
0a59cd31bc61d194d41286d3fc3ef24c,0,0,0,0,0,0,0,0,0,0
59f61ad09640f4ce54e6907d2a02f869,0,0,0,0,1,0,0,0,0,1
c3af47a04656710e32b77d71529651d5,1,1,0,0,0,1,1,0,1,1
2b49f4ac39b84d9822cc12f1a39cbe99,0,0,0,0,0,0,0,0,0,0
6e3d143373b587525ffe35733234974a,0,0,0,0,1,0,0,0,0,0
289ffc965432730321a877fc6286fbee,0,0,0,0,0,0,0,0,0,0
885474cc5b9fa95f88a93e2f61103da8,0,0,0,0,0,0,0,1,1,0
badfd82baa6f8ea2137397bb3e4b6b75,0,0,0,0,0,0,0,0,0,0
124fa6cc5c0eae89be48731cada14c6f,0,0,0,0,0,0,0,0,1,0
ee2ad104aa89719c27876ddafbb02f35,0,0,0,0,0,0,0,0,0,0
d347235eb7cb90036d49ced4b9f541c5,0,0,0,0,0,1,0,0,0,0
6c5d40cd84eb17f0a9c31b668d0d8f2d,0,0,0,0,0,0,0,0,0,0
8a8ab29e4071c9aded28803b298d3fcc,0,0,0,1,0,0,0,0,0,0
f088a2cda129e1f5c041bb298170a7a4,0,0,0,0,0,0,0,0,0,0
897acf3c6b1a46bb93f8dd9ef7491882,0,0,0,0,0,0,0,0,0,0
4c311a7b2742636f1883737e2b9d48b7,0,1,0,0,0,0,0,0,0,0
cd02fcfdc65dbbabf39f35f5c7ed806c,0,0,0,0,0,0,0,0,0,0
b1e48b8cbe2e5f9724fde81dc4c81266,0,0,1,0,0,0,0,1,0,0
ea0935b487f1c7874a852d5aa067b4f6,0,1,0,0,0,0,0,0,0,0
d02ca63377379b5aea43fb45be3e0d49,0,0,0,0,0,0,0,0,0,0
91f640d321241e11b9edd7fa82bd4e8a,0,0,0,0,0,0,0,0,0,1
40d9c4039609c9381c692a8943e065dc,0,0,0,1,0,0,0,0,1,1
871f8eb72542066b705a84284f4e1a37,0,0,0,0,0,0,0,0,0,0
8fefbe6e59b2cc7cfec96677c0a67066,1,0,0,0,0,0,1,0,1,0
228bde7af2559745e1f802d990b492bb,0,0,0,0,0,0,0,0,0,0
6f019768b358183861143532a434a027,0,0,0,0,0,0,0,0,0,0
da10bb03404114ab6a4fbddb3a58740c,1,0,0,0,0,0,0,0,0,0
b441066c780a681ff3585cb0147b7c32,1,0,0,0,0,0,0,1,1,0
54a54b05baed42337f8fc9c3e276c534,0,0,0,0,0,0,0,0,0,0
4c6f9f3ab6295cc54bb3dfd49a6b8b7c,1,0,0,0,0,0,0,0,0,0
09aa89e7128868f7c7ffd352778aa2d2,0,0,0,0,0,0,1,0,0,0
1a66d220d7ba05c667309a8852f8e200,0,0,1,0,0,0,0,0,1,1
c2ad30b7e46b9c4965e06065e2f58e78,0,0,0,0,0,0,0,0,0,0
ab672aad95a8e986bf75cfff85c9444b,1,0,0,1,0,0,0,0,0,0
57de2964a39f671fc5e530e3bfccb68c,1,0,0,0,0,0,0,0,0,0
d466de3c83f273b0bcfff5defc2302fe,0,0,0,0,0,0,0,0,0,0
9808a7f468011b4523778dd7fe73ca39,0,0,0,0,0,0,1,1,0,0
a8cbf96fd2208a4bf73a4bf30bb7e1c1,0,0,0,0,0,0,0,0,0,0
36b84a74e1f82b3fe3da01957c960f8c,0,0,0,0,0,0,0,0,1,0
09f052ca7866a3f91d61f7688a97c455,0,0,0,0,0,0,0,0,0,1
f6a990695986ee90d0676ed3e1628228,0,0,0,0,0,0,0,0,0,0
1f15fa62670612cee3a8b88f77a3f247,0,1,0,0,0,0,0,0,0,0
83cce95c431e3bc73ac97fa843033c56,0,0,0,0,0,0,0,0,1,0
87a1fb40de0a4c21fc9185ca18cc5505,0,0,0,0,0,0,0,0,0,0
d7d46d606dc4c5246666a4136978144b,0,0,0,0,0,0,0,0,0,0
231aa35ad090ccde782ce08c043bd56b,0,0,0,0,0,0,1,0,0,0
cd7b7ed8546071666ab14a24baeeef3c,1,0,0,0,0,0,0,0,0,0
eae370546c5609832b50feb04a4a7a0c,0,0,0,0,0,0,0,0,0,0
33968eb192c2653b237cdde45c2aa67e,0,0,0,0,0,0,0,0,0,0
b653d441573c51579f105a1f0b618beb,0,0,0,0,0,0,0,0,0,0
8bcb564a184752bf15b67c566fbd1a74,0,0,0,0,0,0,0,0,0,0
60d59adf985e7ed748d78182bcded388,0,0,1,1,0,0,0,0,1,1
45886e9ea2aadc55e96243127085f4ec,0,0,0,0,0,0,0,0,0,0
6ba98b65e88da889a1cafcaac88d713a,0,0,0,1,1,0,0,0,1,1
002a1768de1e9ca77ef73953f5bceb3c,0,0,0,0,0,0,1,0,0,0
95e2201fe6e6326f79c2a675e09c5d4f,0,0,0,0,0,0,0,0,0,0
73633acf00ef7fbbe7199eeb5b8ec3fe,0,0,0,0,0,0,0,0,0,0
add0554df77995c594353b2b88ecc19d,0,0,0,0,0,0,1,0,0,0
55cb42606791ba19d2f2dcd76fc11864,1,0,0,0,0,0,0,0,0,0
7495ca25703401e3a0d29c84c3bb9489,0,1,0,0,0,0,0,0,1,1
59ac4da51c18865c929493ae7955df23,0,0,0,0,0,0,1,0,0,0
0506f2750651bd975df6918a7deccb3d,0,0,0,0,0,0,0,0,0,0
73db033f92d271c57f8a566661d9730a,0,0,0,0,0,0,0,0,0,0
65b1bf7bf0277c4329b8e461bda8b91c,0,0,0,0,0,0,0,0,0,0
9023e59681c2504573554da5386b1567,0,0,1,0,0,0,0,0,0,0
e4a1d710f2bec88d8f93b41ea5d3580f,0,0,0,0,0,0,0,0,0,0
66e7b4c86017c5bb2bc7dfdf3b70eaed,0,0,1,0,0,0,0,0,1,0
9c367df58fa55276fbe7a5aaebb13f6b,0,0,0,1,0,0,0,0,0,0
8c274abc7584c5d66d3cb3ebf2cfa9af,0,0,0,0,0,0,0,0,0,0
cb82c886e130a01f1ea7fe53e777a749,0,0,0,0,0,0,0,0,0,0
409ed3849bcf288b2e6cdb4fac5d16a7,1,0,1,0,0,0,0,0,0,0
a90566b38a45bfaea2eb2a83ce662ada,0,0,0,0,0,0,0,0,0,0
f7415936b03611bda66bcc9000178ad2,0,0,1,0,0,0,0,0,0,0
dd7a6713a0d60f120578a00e4a2821ad,0,0,0,0,0,0,0,0,0,0
27d8924763e5b4b5b2b5eb0684f65891,0,0,0,0,0,0,0,0,0,0
c87c8a198c41267b8403fa2b37a36f80,0,0,0,0,0,0,1,0,0,0
6d76c384aa8cdb9d6ed78fbb42a19064,0,0,0,0,0,0,0,0,0,1
7b0dd10d97efbcf80f2c732bf3e782bf,0,0,0,0,0,0,0,0,0,0
