IMSI,y
81d0657d644d65e411ea7914dc2125a1,1
f29b097f1964b443151373dcdd73ef88,0
02a59727866c4da12f77dca195251c55,1
54bb72e5ba6af814d187742de78f2424,0
d86247545e7a0a81b67a9e89dc2dbe05,1
865e9c6ce7e092ceb5fbe1924aae2dc5,1
cb4190617d39c7702c6dc19c0d737890,1
c326358cff2b462b85c4afe805926587,1
f00630920e05b6788af66e01dcf15487,1
7a2903e5655b5b17ab349d51fc9fbece,0
9c6126c761f14cbb1b3c1e49c04cf0e0,0
5fbc400dd2216018da91f8f00ed0a2d7,1
008d249edd9a7b51753660384180b48f,0
1651d5977832674a931a85f1011d983e,0
50e5a635419634617e12ad83914040fe,1
26db6d392ebe7828f232989582728f6c,1
82a6a936b1ecd49df8ca25f3dadd3465,0
323782db4ec1806ccaa132be3de66729,1
01242f4a40dc6423925b7cc8c10207d5,1
e8da2461c58872b774caf7930b697129,0
4d86f71471c561c795f78f206b156ae8,0
1ebdebdbe3db062fe7b31ddcc4eaea1f,0
8d4dabf443ef6b5dd1ea07b35f8c6ccc,1
f961225c96cebdde81c270027030759b,0
f24dc21742322d31d8e1b408ca357f3d,0
8b3e7109ff113844dea89bb9a5399c02,0
273ec4d78a1c5bd2e4be62b5c8067f46,1
e70edd0250e851f7c763291d7e0e3dd8,0
40f6040c75b8bf5d831d754196efb18c,0
f9e5ca46dae1cb243b05ec6563b28ab2,1
348a66cf3671928ec9907963b19b6ea2,1
49824e057356c9f35a59f5175169b7f6,0
ecdc49f4d8c5bcac3c73abfa62766636,0
47c961754ffb4be7322d23e4b3e77d81,0
e1c1a04a02ffbd9243d8c4ce54b98427,1
a6c9fad4c2464e4924ed7ee50aa32cca,0
a79ffd7706b19ec8e11c6d0ac76a72e0,1
faff6084163f1621c9a27f51b65d224a,1
3e0301f1b7734c305b9def2b20b4d43f,1
c08d7f6bbfaf3abd07328f22843cdd99,0
edc320fd5f6e6dc079ae2334e383df9d,1
c0e8c85590585d636669fde37cec0447,1
7c84a81ff98ddd4da51703ebe0a7038a,1
7b83eecedf03c7142b4dcbc8c8f4272e,1
6dc42cb11a0d8b3642cbbf24e3d4e134,1
fa9d3bdc12a9eda1910cfc9b8bd5bb73,1
274db18f4dd0aadb8443ed92c6907c2d,0
e27f4076da3ad0d973eac8017a626e44,0
4851cfd85c04ab98642923164e366e1a,1
f48f13d0b3ba999ece2879b0bd38951a,1
30fba65d0f19f56266aad886d53e4efc,0
43f7ef55d819111e84c6bc71bd4657d0,0
b361e865a3513977be122de01a0a850b,0
a48a9cf8d3d2bdff754485aab4024741,1
f3f45c95aaf9adc729067461ab67a8be,1
aece1f31c102b05f1fb1995b696f06fa,1
0d104203be8d9e27827c9e8af0d1b51d,1
522f29272440a95fa252c615ee991837,0
60521f70aca8dd64eff4a50dd665e577,0
d58c13c519ffeac15b354758e489d6eb,0
0f8e02435189c888e8ddbd443702c781,0
1e8b873b4c2d276358cfb8d13b6db5a9,1
4c7fb9f9dbb1fc09bfeaba5ec4bfb085,0
4712082ec5d1ce42c69629c58f8b1b30,0
de112fe915853b0ae3631f2b1290c19f,0
dbcc9a0064bad5eca43e42eb563fecf2,0
460464fa1a517a9cd9ad3d8846d42d09,1
654b1fa944d14267259327052963aabf,0
143881a779d2fe849e9c0cf4025d65f4,1
6b288a39e38c8cf284d19a1b26f37a1f,1
13614a4b02548d83a32a937cee76d4a0,1
62f8efef7ea61cdd20ce54a1a227035e,1
5ff3636a10c3ccff8d89ad28808fe72a,1
7db2f4ef685a17c92a9f0b2087205aa8,0
a58ffb6e3c015bd2a1f9434ffc9cf656,1
c133a325d72161fcae8a1f0bc2be2f25,0
5f7b302a75ae87cde9deee838b194dee,1
5502719b5c2a9210154d411cd01bd140,0
2d04e20960ed338b8352659ff92ae909,1
8411501da6d24b95ac3dd47936f4cd6e,1
00bf388390d65f9918a9bc2ef2c59ab5,1
697d05c5ac68df7d9cd4f7354a16bce9,1
d666e96c356f5a8c59f1a4a37a5f65a9,0
0b1904abc0868b42ff8079ffc3ffdac2,1
bf034fe771bb34d6e93661372979b8df,0
9a35b6dfcc513765d0e9fbbe341899e1,0
b797282b25bef33a99d2110a1d697971,1
a1e71d48f37b69db4c98a4d7d326e17d,1
cdefb14db8cc6ca29117d6a67568587f,1
9c8359ebc81b00653e43cd9603f39189,1
ed870fc49272d55804ec02dc13421fd2,1
0b8b3dd660d33d06ac83790a6325387c,1
4f3e8d39d70c71423fe1d6e1b6c424e3,1
009c2e94b689a2746c5f6d6115c17b8b,0
2fb7024d63d2eb21fc60ee6f895f5b98,1
fd9ed3f870c74bebd129d120698d02be,1
8ba08903df4d6d030869ceb4df3a6612,1
f458e6d33b9f940f3037b5999ba6090b,0
186e551f4162b7538ffd5e35250274c2,0
e6570497a348383a33556cf80fb4ce4e,1
8fe76d43b8e8f25058c6e2bf7b160b7c,0
f93343393cbd3ef63048ebf0c3ab5556,0
0b36d923867f46a8a451c664418a42e7,1
216bcfc0db693b44ecc0e4a99e4c6225,1
70af2e4b07041607d8c2525ecc19e240,1
a6eb2ac1aa0ca348bdb1417df9b50a4c,0
78ec4ad494a15ed0d5e2ca690fa565a1,1
76ac33e09282dfd6897df1581e16ae54,1
6f12ac1fe7042252920904c927d2374c,0
54fbdbd89b4f34f3ea84e5b1796dd2e1,0
5d846cc0671e3a82f5421697df6f6037,1
91f5e630f885461835dd0191adcdbc63,1
e2b78e4f0d62e8b484906bab5fbd754b,1
3e0fa3e4c6a4eab52a6c51939e6798d1,1
fb679350f80bd780ad998b20962d336b,0
c209d1fb57bd24d0f4f0636b3eaad230,1
44cbcd6fcbd6755d0ea529f144002ea0,1
2b8edea20ef5971dd238d8c562446336,1
8c6abb0a93766c6421ec49ae6e24c6e3,1
cb31d44db05c498bcb7d43ae22823a12,0
c5e15eb88d9fd8ea20b88e7c20186855,1
fc31d6b9a55b674a1a9d41a50faa8474,1
b73b0a2f7fd2df1a183eb9b9b27cd3c3,0
2abe160366831860e429175c794d659f,1
8eff3080e8625e1e8dce069340b5ccfc,1
26266106480848a42167ff37728f9620,1
2588ca5debbca48423e06a19ca1648ad,1
7dadedbfa57372037a2da764cc34df20,0
bbd7f5b3d842dce0ebcb54e7111b2b1c,1
bd863d5cc04adceb08676b3394869a44,1
de610829e66a366ef1251c48a9d3409d,0
7bbd80bc6a6ef1bb7d2fded4269be30c,1
57f5e85c3a90d847a6940e352e3e3951,0
0d7e15450c484fb24d0230237020fabf,1
98276698d98bf038e7c1640a316ae8ec,0
a78d2b621ec1b6a96a86243aec7eec6c,1
f995bcc80afc5ae6fea2edaddf45856b,1
d60e80c465d24360ba7cbd2c8a2b1a78,0
0489e4d4d8e3e4f4d29b04124020d3ad,1
8b6a78b37dbd4514cb4fec7077c96e4c,1
7fb65ecc06ffe66a87e42321b73a2ec0,1
b2cc49154ef45ca14618a8dbaa7fbb4b,0
c2e9126fa5fa009de663c321e297d426,1
f634d688309151a225c389e69a74618a,0
5cace71388339150b642ab0d47d65bef,0
71c4546da95e8e9c4852d49a0635483a,0
ed101bd325c724db36997f37ec398ddb,0
9f7381d556e18a4dd5a17396fc7cd5e4,1
8d328ae6cd381a403af69683428ef8fb,1
c3b77bb89ac5423b0efb222a78dd2828,1
6ff5e17f57b2474e5a8f76c1d983cf34,1
4806d08eed70ec61dda71bcb2ef65b24,1
ce7b9eb1602efd0d8bf90de6642ea7c4,0
c51315908fb18dc5189374ad26393299,1
54284ba04bd6288b1599481e0873dd39,0
db8259915c1c28fb9edb730029752208,0
25bf8ff9e557ed325a2da861bdb4cf29,0
89c3af6147784d15e26446f91b2c7bdf,1
a964b502097ae1d89f6ef70364df45df,1
a0cad7f87eb1a1df69aa384e3a3c576f,1
406338b2bc77bf7569b9ce4b1a84e4c3,1
48151dfbb709317c061c14b70907fa1f,0
9351333bd97976052cd67479af6d3491,0
55c2cd3f94b72789bb4461b400c306da,1
6cd71e176a6b6d0773e2e9ba3631ca66,0
e33841533d7eb364abb98159a988406a,0
a5a5040dfbc137c47d9a612de5a2e370,1
9ab5939119df4ab232c24d8cbc03ec55,0
58c8a15ea8f18936348483acbe3f0500,0
d9cd4a857ff720f8e808d6ef7a0485d6,1
545191093ee4682c741a0a448b252b0d,1
79f890cc8a9433714e494ab67826ebaf,1
c86eb6294f901c3865ac844f57cf6585,0
380856a047d4b47b106468738fa7cf96,1
b745dace2281969f3150e665d09b0262,1
03ee65d545b0519b78ffcb91db2c5ab5,0
f7beb599a4735f7d2cd688a27c9cc2f4,1
836a29a16a97b411a6d0d3f6df6b195c,1
1b0b79102d6188a4bdda5ed5c1c2ac32,1
e6745cfda2dd8f1dd687e4ffc9210de7,0
07e00eeac0ede1e0dee6c2eeb0827cc0,1
bf38c47d981f5379911a0a627f935cca,0
b2064b505ca43c3a1d56ff83759c7959,0
788f985e22021b0e729d56b89da9c584,1
557acd1a1255b669bec8d1c15d89b4f2,1
6b41a3e888840c3dac6dd020d6c730a8,1
0d91011f20d60d4e2e7ff3aea1e355c8,1
5235a3af17c95f85d57e6939c6c205b3,1
64aceafca1e90f2df8e47fd8f84db0ca,0
79d013437a188529f1ab57afd552f048,1
6560fcbeab5c85ea267f4d746bca227e,1
beeb838014fdb3714b889f417fefd120,0
062bb086eb9f17281637caa4d36dc19c,0
4501ed62c09f5ff566fb0a0ac21ed5c3,1
e1ec871aad7b86adb34c0038b77c6174,0
8e4c5d7870587245fd38afbb72790075,1
d77691f58b4efebf276abf688d3cc7c1,0
500b84076680ac08780077b21b1925f9,0
70f30deb142b92e11dc4159e5fb39ed6,1
a7c6f2d6bb878f07eb17944dd6279edd,0
e47bad68c363233ba13e7dc8dd3b58ec,1
ae0d2d99ff00dcc05cba407d80b58073,0
6cddac875e388c15fcc922c65453a63d,1
135f8a9182542b0c103014f7a26bc873,1
6f7068823e9d563065d5014d7ebb079d,0
86955eb75ed305753d7cbc245b0d5c5e,1
ca10652fcf5c399254159e58fc9f819e,1
d29be2da71acac210b8d0d86ce438407,1
2fa352ee8e1a14e0905b6f08e74b195d,1
cbfe99a3d3a2aa8ba7f73b958832db6f,0
b21e019740bd14627ff7285d7e88dab2,1
99b8be41fe97a165a9b35bdd074022d5,1
2e3409aac29bf343b816f7fe995c763d,0
04c7f4b0a25f7f48eb2bdd91afbf2d9c,1
83f19d8b34389fea5cb745b5d47bb865,1
6e0dbfaea78b2e14c700d0cfcb68f2ed,0
22d48b5b1ba571654bc9cabf5d9ba168,1
081e542415a89b8d9842c66c3e8beaa4,1
05441e7ab8762a0eb1937476431a774f,0
0f4d8e294e4ff5ac6b465b8e640fe370,1
b12ae340da129932dba9db95eb3776b3,0
7744e0f7008e8493bb38a4e51154b681,0
12d2d40ff4e4567f85db017034732dba,0
c9e0b232268df070423a6425c7167f6e,1
1508f7318fcaa11281f15da120726a6e,1
c978f6bb4b8432850e4065adfdb388b8,1
e08229393434a532e3c7ca24588c3f15,1
483992880b2bddefdd317e87993122b2,0
8e6c03817a03bae701b0c4547adb3735,0
732f36d4958037d53993f4161fe357cd,1
3e41ce4856214bdcf82b0a2e3174e10b,1
4eff225b64a941ebdec0631c22ef6ced,0
2cc3315c719e7eaffbed3ee172449f52,0
e06417b5c544fdc6ad30a0e94e2f14e0,0
93b617f3de834cd02ddc54b5a6bdbb5e,1
7a6a186c84383d764e312c50c8ac51dc,0
bcf00e363a0d13da5480dfbf659994bb,1
62e624922ce0489674b1bd76a0d6e704,1
2e28908093d6bd4155aae7b70238cbc1,0
c6db424be1fa5399627206ad68ca82f1,1
ec10fdbe16f2e35b5167081514bd2a4f,1
fd77dde1b8fd9dcd5882b6dc98a537bb,1
77cd5f67093c1d91ea4ce5e321223eab,1
1e1a0ed3d952b62594671adee2602380,0
ce342a3e6075575b263216ebbf43c1e7,0
51bf0073186d30f542c93449bcd45338,0
9ca5a409b09841ae698180cdcf29bc9e,0
d96e358028f39733016b2092f1d0122a,0
51868f9d15e8f75d2c19dc61e2211b63,0
1a6a16c5804486d08c85bfdbed97543f,1
5eabc9cb00462e3a4c0e0ef26c379e83,0
9f106c0143c76a2513a1a3d2e7964280,0
64645fd2e09f9c8d680c76f2c7a9da7f,0
64a617fbb98f8fde228052e60c2da944,0
e7799e55965ff682341d8d313886315d,0
86bbd37c2a6b36fd1187fbde2bef9b26,1
b451dfa01c5adcc990bc29435ab39ac6,0
bd7808b314398bf746205a245f4b9a16,0
b41cabfa4036bfd06fca5eeaa327e282,0
ff2c085d46c9c9b5d889b4e516dc0c0d,1
354c7d3df8f90b8434037e3c86cefd49,0
8e2599e82b3d34d8fb6e670d548de19c,0
052da0a9c18fc96bc0f7ee2f3b49dbba,0
2f8246442400b3d50a171a813011612a,0
2fa02a417a9fddc4feb67ff186abf4d5,0
a274f84f236e47b8d3f66820f48e00ee,0
75129957fd2dfce8c23de71718cc3062,0
9b385591cfbc0444f2ef7e51ca2adb08,1
f979dfe8757c3cf81d0b90794377077c,1
a6f7cf813e1ec0431b38416f1b9a4219,1
32a38554b28a2a92bca64e978b3c142e,0
9f4d695f2508c131511b50a75c13d02a,1
36f114c5f2a6d902d21342cbd8d19330,1
ab004787cce37330aeea99601886e312,1
a513eda1f626e9a949aea23774446873,0
ef690a9fd5b3f35f178ab81f3eed3020,1
045278f4cd40cc1bdcca6e957179d335,1
d534529c01a84d9c7b39eddb38b7ac05,1
d8d3bebf8f7cd5d1591279c6c5b2ec57,1
d722bb2d4e6aa0f012ee69eea9009a7f,0
19f09cc89549fe4b4c65a6a67d81adab,0
a8f9a22ef2b3f20606b670451eefdc52,0
da6b791d32095ccce66ae5b57683b91c,0
bb15f8603f621c1e734771f77af5bf52,0
7cc7df753f4acac822a88f6a5b2e4e79,1
366128e657b85bf48e5774e266c80096,0
33f95601e67ef704a63b77bfb70aa71e,0
843dbd2a65f1199fe047a2eed78468ae,0
ee72863ad16588c56794e7efb20dd082,0
30b7700c04952c8126ab79462a797169,0
f85afe0e2ca47aa712018a71be118f68,0
25e63efa2d280ac5cfe391187398bd9b,0
f707d7c5a8d5f7a01c0c3fba7a22a3f4,1
0a5d4a3ee759efff3729942306316ece,1
34d3739be09317606e016b03ba2c13e3,0
d9d5d4a3d5e0ae59c12121955224fec4,1
1bc24d637e8f5662e46d526a1802a272,0
07ff4088280c43cb64ddbb2cd68773df,0
2d8edbb4086bf1797718249c95f56d68,1
744037c319d7ad47402378dcdcdfd5e3,0
527831fbd19a7cd8078ea15bb1d7d3cc,1
155a167ccf1c1f59f33a0e2a05831096,0
b4d598ebb8f1a961c88f3eb0de1bb831,1
5ac5188b8af6f2dea479edf58a742fae,1
2fac17e19552566e836935675488a4e6,1
ec01c244b5398c3ff591ac097a2b2add,0
02b13908c1c5770b763d82be8eb16772,0
8e585e47c765fdea111150ec3881f2f9,1
f841d3b7a8ee99ce9bb01f2c97094abe,0
2c4ba68af41f3119ac67d4b69e6827f0,0
5e8e87505a307e0670885c3a8109894d,0
26f37bdf65b19ec3df000066f60d7b75,0
5f504e2453e3146348321bb4cdf3a060,1
40b5d196bef5aeedfe15b1a0372e97a4,0
8a5d288c1cbf5b152adfb44a9f1ab853,1
8f87b523e7fdb9568bc2335da03316ff,1
7a5462fe24bb5cf6093bee02008e44af,0
cc50a02a2ca26d8ef980de1a13b4aba1,1
710c5dd7dae53da21ed318ee1b2a7e94,1
71b687681a619025039a5542c507299e,0
a60a5e80d7ce988d5c0ec244f67cdf0f,0
2dad731d6b3cbe1720ccf861f9173163,1
bce28502e4b5ab27ae623d2a2d7e8235,0
a52e5660f2d33f125587bfde0a1a7040,1
24cdee0c6042cb870fef3ee3075e071a,0
984d3636b1d3b051911335f5f044efe0,0
cda27ad03eee94fb633d3161c715e82b,0
bac478bc22eafe5c189724841794deb0,0
ec7d13dec2fc2faea5685d89c2bfa23d,0
a2bdd1f017baec5dd413e0f998eedcb8,1
62887a4356d41e42ba2809405c139afd,0
ba3e2b424825b22df1428bc6ef8c8f6b,0
2f9801e6f02aa6e02e69769080d39eef,1
2cfa2609f09a706b3130644efd8d96ef,0
4eac04f5e7f33dc14ae4be7b7e79424f,1
e617e5c9be0f9000b830c443e57880e4,0
81772c189c34321f8c568aa337942d8e,1
1d76a3fa6faf46dbef4cd24f1751230a,0
e954ca0913b8f575794b415d5b42a9b0,0
fa2218cf38bd112dc8e4372807cc2616,1
b72e102ab88e48db0dfd62b8a637d2bc,1
68e5133d0c632f071aefbf4961cc281b,0
311594cfaebb77c550548e618458d85d,1
b9fb02f16ecaa6d6d109b5a0441f6ae9,0
52a3e06af53806cbe0b837dcc94d75df,1
2c48b8e2cc348267a403e9c705feca83,0
b3b70d01620b13565f05d7e2d857ccce,0
2875d3c1f1065b3f1c4d60aefa4ff3fb,0
118f66aa61c513920694bbc05025af03,1
185fe46e0c563428457f17a906890dff,0
b7308afd80898e103db1d73dab745a99,1
15b41604b0d8f55b4b87baad8b395994,1
288e133910e0bf327aeb575834715944,0
3801a8e872dfa8d0e9738cc7e5204f40,1
424236b974c8e26274515baa6aa43f92,0
9c040ac6fec8ec3f596384b3b10e8f98,1
ffd3cddbd82a253da73767fd05186587,1
03f8430cab68deebdc98ffe220225dff,1
01a589b2bbbafa8a7ef421d287a0c9ac,0
f67ed28b3625512eba7ccdc96eaa9cca,0
5df378b6a73ad56c8245b65730137b86,0
775dd3d6bce9e8eb636a9eeb82b3cc2b,0
68da645690b793dc838f8ed4a2003c58,0
7613dd5596b74029c7e3c8e460270cc2,0
aa4469f7cd25a0f25f225244b1b532de,1
ae6e1a93855aa1187305096883ad5a67,0
4ff6d3abce3131c2914ba19f90282bc2,0
7eb6b4f3d930a9282d8dc715378ad594,0
0fa5c14bbc7049dee8523203a9de9631,0
c456181722a0bf42aac9095140e7bd4a,0
af787c85cf833b5d61185d77d14a50a6,1
556eb9f13beff3d2aca6f7b6682d8aaa,1
1067ed298dbf6aa3b2582cf58380bf48,0
48ad8f58bbb61db2b6c9fdd20cf13525,0
92275463777d2ec9239919ebc65271b0,0
6ff493df64d4415de3473883c4a4e6c6,1
1f4d99cbb9a1432e143b5b4eed36c2a1,0
7002c91f87951434497a53aecca6394e,0
047a862923fefd77ab73e845337f06b5,1
5a5851cbacc08efba5fc647cd5470e1e,1
1524a309f5c9ba5d4013be099c94757f,1
e18755e976213342c9ad42c284f9063a,0
10d6ac0197ad842602a6529335a36070,0
46b96cfe585bfc2b1a187ddd368ed58d,0
2c20164b707d14be0b9a987bffd490d0,0
f5a8692010888e28c75493754ca3e239,0
237d879760de3e7329648bc6423a807f,1
ee4b4147e57b5b7a91bf89c7aa445a7b,0
76cdca1064f8dc127077405b794f4702,0
dd03ec4ae40faca3aa9e41f322754ecd,1
9558b16eaacac7b40da0b26611c5186b,1
014ac45b70a9600ae686c72d01ad213d,1
a502e38df68960da616941b540160f08,1
4df1cce91c1b3c8b604f6533e7b19b87,1
1b7d5de318ea46cbf4e0516202eb617d,0
1b7bb049cf898dc9fa66d1364db1ca4d,1
da87d7e6f2646bc78cf5bc0c804e75fc,1
2c5e57f94d733ad8ab69dd8d2574ce8d,1
ccda2e56a93ccf6b6d5878aa00ff0e5c,1
ec9ea2fad496cd8af26be12a813e9c25,0
71aaa0eb4d87942ba953039f355a27b8,1
c4f67d7e70fbfa8865d812e1f1379d99,1
96d46290dafcd024f8e014de67b4cbab,0
33b59adbea968e781d73ce15ab968588,0
dae8db196098b84610b5c6a60dc3566c,0
c83ec88eaced8b8c6699566dbff85825,0
572c8e5fdde84ec31e54f880a849ca29,0
db4505ffe692460c09f628295c014167,0
5019731df644abc4dc28871ba70acebe,0
dbfc37d8175883e60eccffea5f4b75a8,0
211b2d1b775ec5c072e7fb9e60663c31,0
dd4f9a67b470a547cdc67cc28a67d87a,0
49cf22ae6ea3c243c1e1e678f4467afb,0
186c802154f2b74893da47fa755ce00c,1
0527d087f515f58722898fad8432d99c,0
138354ae537c8b4e9f995b3b799fb5c2,1
2d1b6dec0ecacd6644236a97cd8dbd40,1
5d5a4132eb0d9417004adea2a37d5b99,1
fa900bddd2460887ab5ac336be0c9fc3,0
f143162f893e85c69be953817b3004b3,0
72f9e938b20d26f874d31658da38ae8e,0
a53f05be0a22c41c81f17c4a6866b18f,0
0ca9936cb9dab6d770661d83e1a0ddbb,1
e1fae917320f0c42a505c34467becaaa,1
7e9b681ba5c4dcc7f5ae055542f7c36f,0
2d5d37365cd4ee76ca5268221dc7e3f5,1
a819f586cd5fc01c8a02649f0f70e840,0
11a8b50175128e90d378200be6e3ebbb,0
08e0280f4d15f09b8bc7602d32a3f940,0
022787e93d4e969cf547853f929e5f1b,0
216def2c4481d01d156526fd7ad23fb0,1
3814023de852ef00dc4336632fb00997,1
10085bf574329f2bd787cb8060ee2251,0
bfbe0009160165e26b05f20785d64f51,0
135639c9e3fe31023d22fba9be025ace,1
01256c478b740dbe58bb3f953cdbe32f,0
c8b902185695342b1733296a64825a41,1
908c10cf9ae4bcaa450d2d27a23f155a,1
e80ba85ef2a91124e3ac31ea10ed9f3c,1
01e1f78231538a8cf78f23f95841bce8,1
fb91ac4b2397b8d7c288478b2b990112,0
beda332b1ada2c4571840e343632c0bf,1
c4ac64e0d9decada4734760ddea24823,0
31a0229d47a966a55810163de7586cc5,1
7dedae2b8276ecdf12266ac665069e59,0
d38cd7151f65b1c78fcb7f3677dc1b9b,0
a7a7b1fa8dcc0952a4ee77002747b3cf,0
d358a102d736e228ebc98e47702b178c,1
d415e10d4c4617b6160a0cbdbf52f140,0
411894d483f54811767c817896295e4e,1
e840e1bd69b9c0148eeb8bc39aba6395,1
cc122e2b63f1e5b73a0f666b485a72c1,0
75e331292a45bdb715249e80c327a1fb,1
2618579832b5ea5e92d18f83ebeb98be,1
66b4c68a8d8e459b2616a723197e0a46,1
a19860af0eef333d59cbb8510b50d23f,1
52ea2dcde0b9a2c88d950f4140e7afaa,0
8dce513ef0797a4ed768b3ac34da4b80,0
6fae296aac60d43d3b65f9c63625afaa,1
190344006ffb9159ec7313c4623bdbab,1
a6f72f201a207d001ec334f388b4bc22,1
8083184cd3f5f3d46e49a9bb37be893a,1
62172fdf46b2f8f7a854320ea51e7c56,1
1322779c21b8f7dd76fa5218210c8235,1
ad9a339ed32bd8f47ac9e711a6923731,0
5354a5a470038ad1db4db822af6712d3,0
300caf3012b53dd21264c6380932c27c,1
f634b35f2475d833c41e9aa4b0691df5,1
f6137b0b7975a064453e30e370b57c92,1
52c20f7ba62ec892e0b09ae2eb5cadfe,0
276e27f7aa961832a458c2737ef88148,1
faa19ff00d22b93fef0f8b96160a1689,0
f082797adfeb720253c87b53d44e4fc0,0
879de260092c890eb5cb29e288db97d3,0
0f436707c2bb35f41822ec86775d1608,1
ddb40367f35773f5bcbe64dba62355c0,0
b9f2493ccaba16af67b08e13c99d484c,1
9134d4dbd38b55982bbc901761b3094c,0
40f9cc0c5c708d8016406863648f4dbb,1
0bb34fe7d86eaebd04ab48ee02a53700,0
d97bdea55075437b10ac04651e1ac3d8,0
3e8e0038f08c43b4f9d59129051ac47e,1
e2cb8f336b382061e34ba0643d11eb03,0
ee546428e7303d0cb7515becd04051d0,0
7472a289c9056acb637246e72cf0289a,0
f8637c821d93bcb9a62f1a531be66adf,0
8320fe71c4a9cae89cbe3fb8bc25cdde,1
29cdf2f71512b17a47f5fda1ef22623e,0
46a57ea0c7c294882cd41de34cc83823,1
ee1b9088673c7216ad7778586e6ef8d3,0
7bf8ea6b0695fa8ad9745c49ddc29114,1
50e1ba94777d2b76cdba518a2b267852,0
c213818d63b5bfa1dc2c714a5c8b5f1d,1
a94f854ccc31b49e7d569783fcd3b28a,0
c45079401613dbe22225fb4ce1d40556,1
9e463775fe62f51b76d52768ff65af6b,0
b3bb26dec91475569283a50d2ab21ead,0
e457e759ee8b166b93b24a479f309c3f,1
7f253bab82220ccc16ed8f22cbb154c6,1
637743c93c332eb0ac6e7371f8dc0b59,0
1e70c96e63a79d190911565307faea67,1
e4dd411cdbb55e577d8a9dec52a6e525,0
535df3897afc85302e7336745f74ac25,1
ab1ef5b130f5b0352f9569b03566794f,0
43d217502c1e6bac5ee11a2e7d915987,0
eb826f85de86bbff64c5c098a8cd672c,1
8317e77565892f7b91cbcdaef55cfbcd,0
fed240d892e1125de57e6f723b46d57d,1
7ce5000c6b3dc7986cc4b52bdcff2bbc,1
63219d256e3c8f753d8722cd288c7c87,1
2737830e4becdfc24736eb3c6e7d5380,1
3ddcabe0d5c4b26014019c2964e89695,0
8b8d2c04678d1324dd29763f472ebde6,0
c3917ff7993ba5853fef4e3868eafa62,0
055e265aa1a46b0e24a16c6e351cc1e3,0
e49d79f8db2e936b7f0df19bb7b4cea7,0
